L1,L2,L3,RAM
48,48,69,1212
45,45,69,294
51,48,72,1182
48,51,72,294
45,54,72,1212
51,48,72,294
45,51,75,1218
48,45,72,294
45,51,72,1209
51,45,69,294
45,48,72,1179
45,54,69,297
45,48,69,1218
54,51,69,294
45,48,69,294
45,51,72,654
51,45,69,294
54,51,69,1236
45,45,72,294
45,45,72,1212
51,48,69,291
48,51,78,1233
45,45,72,294
45,45,72,1248
51,45,69,294
48,51,72,1233
48,45,72,294
51,54,72,1182
45,45,69,294
45,48,72,1209
45,51,69,294
51,45,72,1218
45,54,69,309
48,45,72,303
45,51,72,309
51,48,72,573
45,45,81,294
48,51,69,1224
51,48,72,294
45,51,69,1215
45,45,72,291
48,45,72,1224
51,54,72,294
45,45,72,1176
45,45,72,297
54,54,72,1221
51,45,72,294
45,45,69,1212
45,48,72,294
54,51,72,1221
45,48,84,303
45,51,63,300
48,45,72,678
51,51,69,294
45,48,72,1215
48,51,72,294
45,48,72,1218
51,51,72,294
48,54,72,1188
45,45,72,294
51,51,72,1215
45,48,69,291
48,45,72,1224
45,45,69,294
51,51,72,1215
45,45,78,297
48,54,69,1167
45,45,72,294
51,45,72,306
45,45,72,306
48,45,69,300
51,51,69,333
45,45,69,291
45,51,69,1230
48,45,72,291
51,45,69,1200
45,51,69,294
45,45,72,1245
54,48,72,291
51,54,78,1236
45,45,72,294
45,45,72,1218
54,45,69,294
45,45,72,1188
45,45,72,294
45,51,72,1215
54,48,69,306
45,45,72,303
45,51,69,744
51,45,72,294
54,51,72,1173
45,45,72,294
45,45,72,1218
51,45,69,294
48,48,75,1209
45,45,72,294
45,45,63,1218
51,51,69,297
48,45,72,1164
45,48,72,294
51,45,69,1215
45,54,72,294
48,45,72,1218
45,45,72,294
51,54,63,399
45,45,72,291
45,54,69,1197
54,51,72,294
51,45,72,1236
45,51,72,294
45,45,72,1248
54,45,72,291
45,51,72,1233
45,45,72,294
45,48,69,1203
54,54,69,294
45,45,63,1221
45,45,72,294
51,45,72,1218
54,51,72,294
45,45,69,1209
45,45,72,294
51,45,69,1110
45,45,75,294
48,45,72,1215
45,45,63,294
51,45,72,1218
45,48,69,294
48,48,72,1224
51,51,72,294
45,45,72,1179
45,45,69,291
48,48,72,1224
51,45,69,294
45,48,69,1215
45,45,72,297
54,45,69,1221
54,45,72,294
45,45,84,1176
45,45,69,297
51,45,69,300
48,51,72,294
45,54,72,855
45,45,69,294
54,51,72,1218
45,45,69,297
45,51,72,1182
54,48,72,294
51,51,72,1215
45,48,69,294
45,45,72,1218
54,45,72,294
45,45,69,1224
45,45,81,294
45,48,69,1179
54,45,69,291
48,51,72,1224
45,45,72,294
51,45,72,309
45,51,69,309
48,45,72,303
45,51,69,495
51,48,69,294
45,51,69,1182
48,48,72,294
45,51,69,1212
51,45,72,294
48,45,78,1218
45,51,69,294
51,45,72,1209
45,45,69,294
48,54,72,1179
45,51,69,297
51,48,72,1218
45,51,72,294
48,45,69,1218
45,45,69,303
51,51,72,384
45,45,72,291
48,45,72,1185
51,45,72,294
45,54,72,1215
45,48,81,297
48,54,72,1221
51,45,69,294
45,45,69,1212
48,45,72,294
45,45,69,1182
51,45,72,294
48,48,72,1212
45,54,72,294
51,45,69,1221
45,45,69,294
48,54,72,1209
45,45,69,291
51,48,69,309
48,48,72,303
45,45,78,309
45,51,63,546
51,45,72,294
48,51,69,1218
45,54,69,294
51,45,69,1215
45,45,72,294
48,51,72,1215
45,45,72,291
51,45,69,1224
45,45,72,294
48,51,72,1215
45,45,63,297
51,51,72,1212
45,51,78,294
48,45,63,1212
51,48,72,300
45,45,69,447
48,51,72,294
45,45,69,1209
51,48,69,294
45,45,72,1191
48,45,69,297
45,48,69,1218
51,51,72,294
45,45,69,1215
48,51,69,294
51,45,72,1218
45,54,69,294
45,45,81,1215
48,45,72,294
51,51,69,1215
45,45,69,291
45,54,63,1224
54,54,69,294
51,45,72,867
45,51,69,291
48,48,72,1224
51,51,72,294
45,45,72,1248
45,45,72,294
48,51,72,1233
51,48,72,255
45,45,72,264
45,48,78,306
54,45,72,306
51,45,72,294
45,48,72,306
45,51,72,300
51,51,69,300
45,45,69,300
45,45,72,300
48,45,69,261
51,45,69,300
45,48,69,309
45,45,72,303
54,45,69,432
51,51,72,309
45,45,75,303
45,51,72,303
54,45,72,306
45,45,72,306
45,45,72,294
45,57,69,300
54,45,69,306
45,54,72,309
45,48,72,300
51,51,72,300
54,48,69,300
45,51,72,321
45,51,69,294
51,45,72,1107
48,45,72,294
45,51,78,348
45,51,63,294
51,45,75,384
48,45,72,300
45,51,72,264
51,45,72,300
45,51,69,330
45,51,72,306
45,48,72,300
51,45,72,300
48,45,72,327
45,45,72,309
45,51,69,318
51,51,72,303
45,54,75,564
45,45,72,891
54,45,72,294
51,45,69,1245
45,51,72,294
48,45,69,1251
51,54,72,294
45,51,72,1200
45,45,69,294
48,45,69,1251
51,45,72,294
45,45,69,1236
45,51,69,294
54,51,72,1233
51,45,72,294
45,51,78,1176
45,45,72,294
54,45,69,1221
45,48,72,294
45,51,72,309
48,54,72,300
51,45,63,303
45,54,72,291
45,45,69,1014
54,51,72,294
51,45,72,1251
45,45,72,294
45,45,72,1236
54,48,72,294
45,45,69,1251
45,51,75,798
45,45,72,297
54,48,69,1221
45,45,72,294
45,45,69,1212
51,48,72,294
54,54,72,489
45,54,72,651
45,45,69,291
51,45,72,1182
48,45,72,294
45,45,72,1218
45,51,72,297
51,48,69,1218
48,45,78,294
45,48,72,1215
51,45,72,294
45,51,69,1179
48,45,69,294
45,45,72,1224
51,51,69,294
45,45,72,1215
48,45,69,291
45,54,72,1224
51,45,69,294
45,45,72,705
48,51,69,297
51,45,72,1218
45,54,69,291
45,45,75,1230
48,51,72,294
51,45,69,1239
45,45,72,294
45,45,72,1209
54,45,69,291
51,45,72,1236
45,45,72,294
45,45,72,1227
51,45,69,294
45,48,72,1224
45,51,69,294
48,45,72,1179
51,45,72,321
45,48,69,300
45,51,84,336
54,45,69,294
51,45,72,1212
45,48,72,294
45,48,72,1182
54,54,72,294
45,45,72,1212
45,45,72,294
45,45,72,1218
54,45,72,294
45,45,63,1209
45,51,72,294
51,45,72,1179
54,45,72,297
45,51,78,1218
45,48,72,294
51,54,69,975
48,45,69,621
45,51,69,297
45,45,63,1200
51,51,72,291
48,45,69,1185
45,51,72,294
51,45,72,1215
45,45,72,297
48,51,72,1221
45,45,72,294
51,45,72,1212
45,45,69,294
48,54,78,1182
45,45,72,294
51,48,69,1212
45,45,69,294
48,45,72,1218
51,51,72,294
45,51,72,300
48,45,72,300
45,51,72,582
51,45,69,294
45,45,72,1251
48,45,69,294
45,45,75,1236
51,45,69,294
48,54,72,1248
45,45,78,291
51,51,72,1197
45,48,69,294
48,54,72,1230
45,45,69,294
51,45,72,1212
45,48,72,294
48,48,63,1218
45,54,69,312
51,51,72,300
45,48,72,678
48,45,72,291
51,45,63,1236
45,45,69,294
45,51,72,1245
48,51,69,294
51,45,72,1215
45,51,72,294
45,45,72,1236
54,45,69,294
51,45,72,1233
45,45,72,294
48,54,72,1215
51,45,72,297
45,51,72,1185
45,45,69,294
48,48,72,306
51,45,69,276
45,45,72,294
45,45,78,1218
54,45,69,297
51,45,69,1218
45,48,72,294
45,51,72,294
54,45,69,1200
45,45,72,294
45,54,72,1224
45,45,69,294
54,51,69,1215
45,48,72,291
45,45,72,1188
51,48,69,294
54,54,72,1215
45,45,78,297
45,45,72,771
51,54,69,300
48,45,72,1146
45,45,72,294
45,45,72,1197
51,51,72,294
48,45,72,1239
45,48,69,291
51,54,69,1230
45,48,72,294
48,54,72,1239
45,48,72,294
51,48,72,1194
45,45,72,294
48,54,78,1227
45,48,72,291
51,51,72,1218
45,45,72,294
48,48,69,876
51,54,72,291
45,45,69,1161
51,54,72,291
45,45,69,1221
48,48,69,294
45,51,69,1212
51,45,69,297
45,48,69,1218
48,51,69,294
54,48,72,1173
45,48,78,294
45,45,69,1218
45,51,69,294
54,45,69,1218
45,45,72,294
45,51,72,1227
51,48,63,291
45,48,72,300
48,51,72,510
45,54,69,297
51,45,69,1251
45,45,69,294
48,54,69,1236
45,45,72,294
51,45,75,1248
45,45,69,294
45,51,72,1197
54,45,69,294
51,48,72,1248
45,51,69,294
45,45,72,1212
54,45,72,297
45,45,72,1218
45,54,69,291
48,48,72,1182
51,51,69,1218
45,45,69,294
45,48,72,1227
54,54,72,291
51,45,78,1218
45,51,72,294
45,45,69,1188
51,51,72,297
48,54,72,1215
45,45,63,291
45,51,72,1224
51,54,72,294
48,45,72,1215
45,51,72,294
51,45,69,1185
45,48,69,294
45,54,72,1212
48,48,69,291
51,48,69,294
45,54,78,696
45,48,72,294
54,45,72,1215
51,48,72,297
45,51,69,1185
45,45,72,294
54,48,72,1212
45,54,63,294
45,51,72,1221
45,48,72,294
54,45,69,1212
45,48,69,294
45,51,72,1182
54,45,69,294
51,45,84,1209
45,45,72,294
45,51,72,1218
54,48,72,303
45,45,72,303
45,48,72,300
45,45,72,357
54,45,72,294
45,45,69,1236
45,45,72,297
54,54,72,1251
51,45,69,294
45,51,69,1236
45,45,69,294
54,45,72,1212
45,51,75,294
45,45,72,1212
48,54,69,291
51,45,69,1221
45,51,72,294
45,45,69,294
54,45,69,300
51,45,72,309
45,54,72,303
48,45,69,300
51,54,69,984
45,45,72,291
45,45,69,1218
48,51,69,294
51,45,72,1188
45,45,84,297
45,51,69,1215
54,45,72,291
51,45,63,1197
45,45,72,306
45,45,69,300
54,51,72,306
45,45,72,477
45,51,72,306
45,45,72,300
54,54,72,294
45,48,69,921
45,51,72,297
51,45,72,1218
54,45,78,294
45,54,72,1173
45,45,72,294
51,45,72,1218
48,48,69,294
45,51,72,1218
45,45,69,294
51,54,69,1227
48,45,69,291
45,51,72,1182
51,51,69,294
45,45,72,1224
48,51,72,297
45,45,72,999
51,51,72,294
45,45,75,1215
48,48,72,294
45,45,72,1185
51,45,69,294
45,54,72,1212
48,45,69,291
51,51,72,1221
45,45,69,294
45,51,72,1212
48,51,72,297
51,54,72,1182
45,48,69,294
45,45,72,1209
54,45,69,297
51,45,72,1218
45,54,84,300
45,45,63,291
51,51,72,909
45,45,72,297
45,51,69,1179
48,48,72,291
51,45,69,1224
45,45,72,294
48,54,72,1215
45,45,69,294
51,48,69,1221
45,45,72,294
45,51,69,1176
54,48,72,291
51,45,84,1221
45,45,72,294
45,45,69,1212
54,54,69,291
45,48,72,309
45,45,69,306
45,51,72,258
54,45,69,294
45,48,72,1218
45,51,69,294
51,45,72,1227
54,51,72,291
45,48,72,1218
45,51,69,294
51,48,72,1215
48,51,78,297
45,48,69,1215
45,48,72,291
51,45,69,1224
48,45,63,294
45,45,63,1215
51,51,69,300
54,48,72,411
45,45,69,1020
45,51,72,297
51,45,69,1218
48,45,69,294
45,51,72,1209
45,45,69,294
51,48,72,1200
48,45,78,294
45,51,69,1218
51,45,72,294
45,45,69,1227
48,51,72,291
45,45,69,1218
51,51,69,294
45,51,69,1215
48,45,72,297
45,45,72,1218
51,54,72,294
45,48,72,309
48,51,69,300
51,45,69,429
45,45,78,294
48,54,63,1197
45,45,72,291
51,45,72,1221
45,54,72,294
48,45,69,1212
45,45,69,297
51,45,72,1218
45,45,72,294
48,54,69,300
51,51,72,300
45,45,69,306
45,51,72,303
48,51,69,714
51,45,72,300
45,45,84,294
45,45,69,1077
54,51,72,294
51,45,69,1212
45,45,72,294
45,45,72,1215
54,48,69,294
45,45,69,1221
45,51,72,294
45,45,69,1212
54,45,72,300
45,51,69,1203
45,45,72,294
51,51,69,1212
54,45,75,297
45,51,69,1218
45,48,69,294
51,51,72,306
48,45,69,309
45,51,69,549
45,45,63,294
51,45,72,1227
48,45,72,291
45,51,72,1218
51,51,69,294
45,51,72,1224
48,54,72,297
45,48,72,1200
51,51,72,291
45,48,84,1224
48,51,75,294
45,48,78,1215
51,51,78,294
45,48,69,1224
48,48,69,291
51,45,72,435
45,45,72,297
45,51,69,1218
48,45,72,294
51,51,72,1209
45,45,72,294
45,51,72,1218
54,48,69,300
51,51,78,1209
45,45,72,294
45,45,72,1227
54,51,69,291
45,48,69,1218
45,45,72,294
45,45,69,1224
54,51,72,297
45,45,69,1200
45,48,72,294
51,48,72,300
54,45,75,306
45,48,72,300
45,51,72,642
51,45,72,294
48,51,72,1197
45,45,72,291
45,51,72,1221
51,45,72,294
48,45,72,1212
48,51,69,297
51,45,72,1218
45,54,69,294
45,48,69,300
48,45,69,300
51,45,69,306
45,48,72,303
45,45,72,714
54,48,72,294
51,45,72,471
45,45,78,297
45,48,72,1200
54,45,69,291
45,51,72,1224
45,45,72,294
45,45,72,1215
54,51,72,294
45,48,72,1221
45,45,63,294
54,51,72,1197
51,48,72,291
45,45,69,1221
45,45,69,294
54,48,72,1212
45,51,75,297
45,48,72,1221
45,54,72,294
54,48,72,300
45,51,72,306
45,51,72,300
51,45,69,603
54,51,63,294
45,45,69,1227
45,51,72,291
51,48,69,1218
48,48,72,294
45,45,72,1215
45,48,72,297
51,51,72,1215
45,45,78,291
45,51,72,1224
51,51,72,294
54,45,72,1215
45,45,72,300
45,57,72,1212
51,45,72,306
48,54,72,540
45,51,69,297
45,45,72,1218
51,51,72,294
48,45,72,1209
45,51,69,294
51,48,72,1218
45,45,69,294
48,54,78,1218
45,48,69,294
51,45,69,1227
45,45,69,291
48,51,72,1218
45,51,69,294
51,45,72,1215
45,54,69,297
48,45,69,1218
51,45,69,291
45,54,72,309
45,45,72,303
48,48,72,309
51,45,69,615
45,51,75,294
45,45,69,1212
54,51,69,291
51,45,72,1221
45,51,69,294
45,45,72,1212
54,48,69,297
45,54,72,1203
45,45,69,294
45,48,72,1209
54,45,69,294
45,51,63,1218
45,48,69,294
51,48,69,306
54,51,81,585
45,48,69,300
45,45,69,294
51,54,69,309
48,48,69,300
45,45,72,303
45,54,63,300
51,48,69,1035
48,45,69,291
45,45,69,1203
51,45,72,294
45,45,69,1212
48,48,69,297
45,51,69,1218
51,48,69,294
45,45,75,1209
48,45,69,294
45,45,72,294
51,45,69,1179
45,45,69,291
48,51,69,1218
51,45,72,294
45,45,69,1224
45,51,69,297
48,45,69,1215
51,48,72,294
45,45,69,1212
45,45,69,294
54,45,69,1215
51,54,72,294
45,48,78,1221
45,45,72,294
54,45,72,1212
45,48,72,300
45,45,69,1212
45,54,72,465
54,48,69,294
45,45,72,1218
45,51,72,294
51,45,72,1218
54,48,69,294
45,45,69,1215
45,45,69,291
51,48,69,1218
48,45,78,294
45,45,69,1224
45,45,69,297
51,51,72,1215
48,48,69,291
45,51,69,1212
51,45,63,294
45,54,72,1215
48,45,69,294
45,48,72,306
51,51,72,300
45,48,72,306
48,45,72,588
45,54,69,294
51,45,78,1212
45,51,69,297
48,48,72,1218
51,54,69,294
45,45,69,1209
48,45,69,294
45,51,69,1218
51,48,63,300
45,51,72,1209
48,48,69,294
45,48,72,1227
51,45,72,291
45,51,69,1218
48,48,69,303
51,45,69,309
45,45,84,384
45,45,69,291
48,45,69,1224
51,51,72,294
45,45,72,1215
45,45,72,294
45,48,69,1221
51,45,72,294
45,45,63,1197
48,51,69,291
51,45,72,1221
45,45,72,294
45,48,69,1212
48,45,63,297
51,51,72,1218
45,48,75,294
45,54,69,426
45,48,72,294
51,45,72,1227
45,45,69,291
48,45,69,1218
51,48,69,294
45,45,69,1224
45,45,63,297
48,48,69,1200
51,45,72,291
45,54,72,1224
48,45,72,294
45,45,69,1215
51,45,84,294
45,45,72,1221
48,48,72,294
51,45,69,1197
45,45,69,294
45,51,69,303
48,45,72,309
51,45,69,303
45,54,69,603
45,48,69,294
54,54,72,1209
51,48,69,294
45,54,69,1218
45,54,69,294
54,45,72,1218
48,48,75,294
45,45,72,1227
45,45,69,291
51,51,63,1218
48,45,72,294
45,48,63,1161
51,45,69,291
45,51,69,1215
48,45,72,300
45,51,69,390
51,51,69,294
45,45,69,1212
48,51,72,300
45,45,69,1203
51,54,69,294
48,48,78,1212
45,45,69,297
51,51,63,1218
45,48,69,294
48,45,69,1209
45,54,69,300
51,45,69,1200
48,48,72,294
45,48,72,1218
45,45,69,294
51,45,72,1227
48,51,63,300
45,48,63,300
51,45,69,300
45,45,75,909
48,45,69,291
45,45,72,1224
51,51,69,294
48,45,69,1215
45,45,69,294
45,48,63,1221
45,45,72,291
45,45,69,1197
51,51,69,291
48,45,69,1221
45,45,69,294
45,45,69,1212
51,45,63,291
48,51,69,1218
48,45,78,303
51,51,69,453
45,45,72,294
45,45,72,1227
48,48,69,291
51,45,72,1218
45,45,72,294
45,45,69,1224
45,51,72,297
51,45,69,1200
45,45,69,291
48,51,69,1224
51,45,69,294
45,45,72,1215
45,51,69,294
48,45,78,1221
54,51,69,291
45,54,69,1197
45,51,69,306
51,45,72,303
54,45,72,300
45,51,69,1032
45,51,72,294
51,45,72,1209
45,48,69,294
48,54,72,1218
45,45,69,294
51,45,72,1218
45,45,72,294
48,51,78,1227
51,45,72,291
45,51,69,1218
45,48,69,294
45,54,63,1215
54,45,63,291
45,45,72,1215
45,48,72,303
54,48,63,492
51,51,72,294
45,48,72,1212
45,45,72,300
54,45,69,1203
45,45,69,294
45,48,72,1212
48,51,75,297
51,45,72,1218
45,45,69,294
45,45,69,1209
54,45,72,294
51,45,69,1218
45,45,63,291
45,45,72,306
54,54,69,303
45,45,69,300
45,45,69,1062
45,54,69,309
51,45,72,309
45,45,69,294
45,51,75,294
45,45,69,294
51,45,69,303
48,51,72,306
45,45,72,309
51,45,69,579
45,45,69,300
48,51,69,1203
48,54,63,294
51,48,69,1212
45,45,69,297
45,51,69,1218
48,45,72,294
51,45,69,1209
45,45,69,309
45,54,72,303
54,45,69,294
51,48,69,1050
45,45,69,297
48,54,69,1251
51,45,69,294
45,45,69,1236
45,45,69,294
48,54,72,1233
51,45,72,294
45,45,69,1233
45,45,72,291
54,45,63,1221
51,45,72,294
45,51,72,1212
48,48,81,297
51,45,69,1218
45,51,69,816
45,48,69,294
48,48,69,1218
51,45,72,294
45,45,69,1227
48,45,72,291
45,45,72,1200
51,45,72,294
45,51,72,1224
48,45,69,297
51,45,69,1215
45,45,69,291
45,45,75,1224
45,45,63,294
51,45,72,1197
45,45,69,294
45,48,69,1221
48,51,69,294
51,45,69,309
45,51,69,309
45,45,69,660
54,45,69,294
51,54,72,1218
45,45,63,300
45,48,69,1254
54,51,72,294
45,45,72,1245
45,48,78,291
45,51,63,1251
54,45,69,294
45,45,69,1215
45,54,69,291
51,51,69,1224
54,54,72,294
45,48,69,1215
45,48,72,294
51,45,69,297
48,45,69,300
45,45,69,306
45,54,69,300
54,45,69,315
45,45,69,297
45,51,75,1218
51,48,69,294
54,45,69,1209
45,45,69,294
45,51,69,1191
54,45,69,294
45,54,72,1218
45,48,72,294
45,45,69,1227
54,48,72,291
45,48,69,1218
45,45,69,294
51,51,69,996
54,45,69,291
45,51,78,1197
45,45,69,291
51,48,72,1221
48,48,69,294
45,45,72,1212
45,54,69,297
51,51,72,1203
48,45,69,294
45,45,72,1209
51,45,72,294
45,48,72,1218
48,48,72,294
45,45,72,1218
51,48,69,294
45,51,69,1191
48,45,78,291
45,45,63,519
51,45,72,297
45,54,69,1227
48,48,72,297
51,51,69,1251
45,48,69,294
45,45,69,1197
45,45,72,294
51,48,69,1248
45,51,63,294
48,45,69,1233
45,51,72,294
51,45,69,1230
45,48,63,294
48,45,78,1194
51,51,69,297
45,54,69,1218
45,45,63,294
48,45,69,309
51,45,69,453
45,51,72,291
45,45,72,1251
54,48,69,294
51,48,69,1200
45,54,69,297
48,45,69,1251
51,45,69,294
45,45,69,1236
45,51,75,294
48,45,72,1248
51,51,69,291
45,45,69,1197
45,51,69,291
54,48,72,1221
51,45,69,294
45,51,72,1212
45,45,72,840
54,51,72,294
45,45,69,1191
45,54,69,294
45,45,69,1218
54,54,72,294
45,45,69,1227
45,45,75,291
51,45,72,1218
54,45,69,294
45,48,69,1188
45,48,69,297
51,45,72,1215
48,45,69,291
45,45,69,1224
45,45,69,294
51,45,69,1215
48,45,72,294
45,54,72,300
51,45,69,300
54,48,69,306
45,51,69,474
45,51,78,294
51,48,69,1218
48,45,69,294
45,48,69,1218
45,51,69,294
51,48,69,1188
48,54,63,291
45,51,63,1218
51,45,69,294
45,51,69,1224
48,48,72,297
45,45,69,1215
51,45,72,291
45,45,63,1185
48,48,75,303
45,48,69,309
51,45,69,303
48,51,72,456
45,45,72,291
51,45,69,1221
54,51,69,294
45,45,69,1173
45,45,63,297
51,54,72,1218
48,45,72,294
45,45,69,1209
48,48,72,294
51,51,72,1218
45,45,72,294
45,54,78,1182
54,48,72,294
51,45,72,1227
45,51,69,318
45,48,72,723
54,45,69,291
45,54,72,300
45,51,69,306
45,45,72,300
54,45,69,306
45,51,69,294
45,45,69,1017
51,48,69,297
54,48,69,1218
45,45,78,294
45,45,69,1173
51,54,72,294
45,54,69,1218
45,45,69,294
45,48,69,1221
54,54,69,294
45,51,69,300
45,51,69,282
54,48,69,291
51,45,72,252
45,45,69,312
45,51,72,252
54,45,69,252
45,45,69,294
45,45,78,303
45,45,72,309
54,45,69,708
45,51,69,291
45,45,63,1221
51,45,69,294
54,51,72,1212
45,45,69,297
45,54,69,1218
51,45,63,294
48,45,69,303
45,51,69,306
45,51,69,300
51,48,69,294
48,45,72,963
45,51,78,291
51,45,69,1218
45,45,69,294
48,51,69,1215
48,48,69,297
51,51,69,1215
45,54,69,291
45,45,69,1224
54,45,69,294
51,51,63,1215
45,45,69,294
48,54,69,1212
51,45,72,294
45,48,72,300
45,45,75,1044
48,45,72,294
51,45,69,1218
45,45,69,294
45,51,72,1218
54,51,72,294
51,45,69,1215
45,54,69,291
45,45,69,1218
54,45,72,294
45,51,72,1224
45,45,69,297
48,45,72,1215
51,48,69,294
45,45,72,1212
45,45,93,294
54,45,69,1215
51,45,72,309
45,54,63,309
45,48,72,303
54,45,72,792
45,51,72,297
45,51,69,1194
45,45,72,297
54,45,69,1218
45,54,72,294
45,45,72,1209
51,45,72,294
54,45,69,1218
45,48,78,300
45,54,69,1209
51,48,69,294
48,45,72,1227
45,48,69,291
45,51,69,1218
51,45,72,303
48,54,72,309
45,51,72,300
51,45,72,495
45,54,72,294
48,51,69,1215
45,45,72,294
51,51,75,1221
45,48,69,294
45,45,78,1212
45,45,69,300
54,45,69,1203
45,54,72,294
45,51,72,1212
51,45,72,297
54,45,72,1218
45,45,72,294
45,45,72,1209
51,45,72,306
48,48,72,471
45,54,69,291
45,45,72,1218
51,54,63,294
48,45,72,1224
45,51,75,297
51,45,69,1215
45,45,69,294
48,51,69,1212
45,48,69,294
51,51,72,1215
45,45,69,294
48,54,87,1221
45,48,87,294
51,51,78,1212
45,45,87,300
48,51,81,1212
51,45,93,294
45,51,75,309
45,45,69,303
48,51,69,309
51,45,69,651
45,54,63,294
45,45,72,1200
54,51,63,294
51,45,69,1218
45,51,69,294
45,51,72,1227
54,54,72,291
45,45,72,1218
45,51,69,294
45,45,69,1215
54,54,93,297
45,45,69,1215
45,54,72,294
51,51,69,438
54,45,69,291
45,45,69,1197
45,48,69,291
51,45,72,1203
48,45,69,294
45,45,72,1212
45,45,69,297
51,45,72,1218
48,45,69,294
45,51,72,1209
51,48,72,294
45,51,84,1200
48,45,72,294
45,45,72,1218
51,51,63,294
45,45,69,1227
48,45,72,294
45,45,69,534
51,51,72,297
45,45,72,1200
48,54,69,291
51,45,72,1224
45,48,69,294
45,54,69,1215
48,45,72,294
51,54,78,1221
45,48,72,294
45,51,72,1197
54,45,69,291
51,54,72,1221
45,45,72,294
45,45,69,1212
54,45,69,297
45,51,69,1221
45,48,72,294
45,51,72,321
54,45,72,753
45,45,72,291
45,45,72,300
51,48,69,300
54,51,75,306
45,45,72,306
45,48,69,294
51,45,69,1038
48,45,72,294
45,45,63,1221
45,51,72,294
51,45,72,1212
48,51,72,291
45,51,72,1221
51,45,72,294
45,45,69,1194
48,51,69,297
45,48,72,300
51,51,81,309
45,45,72,294
48,54,72,294
45,54,69,1218
51,54,72,294
45,45,69,1215
48,54,72,291
51,45,72,1218
45,45,72,294
45,48,72,1224
48,45,72,297
51,45,72,1215
45,51,72,291
45,48,69,1212
54,51,72,294
51,51,78,1215
45,45,72,294
48,51,72,309
51,48,69,531
45,45,72,297
48,54,69,1218
45,45,72,300
51,48,72,903
48,45,72,294
45,45,69,1218
45,48,72,294
51,48,69,606
48,45,69,291
45,45,81,1200
51,51,69,300
45,45,78,1200
48,45,63,294
45,45,72,1224
51,45,72,297
45,48,69,1215
48,45,72,306
45,45,72,432
51,45,72,300
45,45,72,1212
48,45,69,294
51,48,72,1212
45,51,72,291
48,45,69,1221
45,45,72,294
51,45,78,1212
48,48,72,297
45,45,69,1203
45,45,75,294
51,48,72,1209
48,54,69,294
45,51,72,1218
51,45,72,294
45,45,72,1221
45,51,72,300
51,45,72,300
45,45,72,306
48,54,72,369
51,45,72,291
45,51,72,1224
45,45,78,294
48,54,72,1215
51,51,69,300
45,45,69,1212
48,48,72,294
45,48,72,1212
51,48,72,291
45,45,72,1221
48,48,72,294
51,51,69,1212
45,45,69,297
45,45,63,1221
45,45,69,297
54,51,69,309
45,45,78,303
45,45,72,309
51,51,69,624
54,45,72,294
48,54,69,1215
45,45,72,291
51,51,72,1218
45,48,72,294
48,45,72,1224
45,48,72,297
51,48,69,1215
48,45,72,291
45,45,72,1212
51,45,72,294
45,51,72,1215
48,48,75,294
45,45,69,309
51,54,69,300
45,51,69,291
48,45,72,876
54,48,72,294
51,51,72,1209
45,45,72,294
48,48,72,1218
51,51,69,294
45,45,69,1218
45,51,69,294
48,45,69,1227
54,45,72,300
45,51,69,1200
45,45,75,294
54,45,72,1224
51,45,69,297
45,51,69,1218
48,48,72,303
51,45,72,561
45,48,72,300
45,51,69,1212
45,45,72,294
54,45,69,1212
45,48,69,291
45,51,63,1221
51,45,72,294
54,45,69,1212
45,45,78,297
45,45,75,1218
51,45,69,294
48,51,72,1209
45,51,72,294
45,45,72,1218
51,45,72,291
48,51,72,1218
45,45,72,303
51,51,69,459
45,45,72,297
48,54,72,1215
45,45,69,291
51,51,69,1224
45,48,72,294
48,51,78,1215
54,45,63,300
51,48,69,1212
45,54,69,294
45,45,69,1212
54,45,69,291
45,51,72,1221
45,45,72,294
45,54,72,1212
51,45,72,297
48,45,72,1221
45,54,69,294
51,48,69,300
45,51,69,306
48,54,72,300
45,45,81,603
51,45,72,294
48,45,69,1215
45,45,69,291
45,48,72,1218
54,51,72,294
45,51,72,1224
45,48,72,297
51,51,72,1215
54,45,72,291
45,51,72,1212
45,45,69,294
54,45,72,1215
45,45,72,294
45,45,78,300
45,51,69,306
54,45,72,765
45,54,72,297
45,45,69,1203
51,54,69,294
54,45,72,1209
45,45,69,294
45,45,72,1218
51,45,63,294
48,45,69,1218
45,51,69,294
45,45,69,1215
51,48,72,291
48,45,72,1218
45,51,75,294
51,48,72,1224
45,45,63,291
48,45,72,306
45,45,72,300
51,51,72,303
45,48,69,636
48,51,69,294
45,48,72,1221
51,45,63,294
45,45,72,1212
48,54,69,291
51,45,72,1221
45,51,69,294
48,45,75,1212
45,54,72,297
51,45,69,1218
48,54,72,294
45,45,72,1209
45,51,69,297
51,45,69,1218
48,45,72,303
45,51,69,300
51,51,75,294
45,48,69,924
48,51,72,297
45,54,72,1215
51,45,69,291
48,51,72,1224
45,48,75,300
45,51,69,1197
54,48,72,294
45,51,72,1221
45,45,69,294
51,51,75,1212
54,45,69,291
45,51,72,1221
45,54,72,297
51,45,75,1197
48,54,72,294
45,45,72,300
45,54,72,300
51,45,72,300
48,45,69,648
45,45,84,294
51,51,69,1209
54,48,63,294
45,45,69,1227
45,48,69,291
51,45,69,1218
48,51,72,294
45,48,69,1224
45,54,69,297
51,54,72,1200
